,2016-12-25
AdjustmentsToAdditionalPaidInCapitalOther,2000000.000
AdvertisingExpense,1100000.000
AmortizationOfIntangibleAssets,4601.000
CapitalExpendituresIncurredButNotYetPaid,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1118175.000
CostOfServicesDirectLabor,141000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,31392.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,0.020
Depreciation,3400000.000
DepreciationAndAmortization,3353194.000
DepreciationDepletionAndAmortization,3353194.000
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,2946387.000
EarningsPerShareBasic,-0.430
EarningsPerShareDiluted,-0.430
FoodAndBeverageCostOfSales,6224356.000
GainLossOnSaleOfPropertyPlantEquipment,-2946387.000
GeneralAndAdministrativeExpense,4063920.000
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,3548575.000
IncomeTaxCreditsAndAdjustments,100000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,771682.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,94123.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-3879213.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-438123.000
IncomeTaxReconciliationTaxCredits,275503.000
IncreaseDecreaseInAccountsPayable,-1118454.000
IncreaseDecreaseInAccountsReceivable,-173102.000
IncreaseDecreaseInAccruedLiabilities,-2198855.000
IncreaseDecreaseInDeferredLiabilities,60571.000
IncreaseDecreaseInIntangibleAssetsCurrent,-60676.000
IncreaseDecreaseInInventories,31783.000
IncreaseDecreaseInOtherNoncurrentAssets,-164878.000
IncreaseDecreaseInPrepaidExpense,-130608.000
LaborAndRelatedExpense,7982392.000
NetCashProvidedByUsedInFinancingActivities,9895190.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9895190.000
NetCashProvidedByUsedInInvestingActivities,-907890.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-907890.000
NetCashProvidedByUsedInOperatingActivities,-7869125.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7869125.000
NetIncomeLoss,-11409449.000
OccupancyCosts,1732969.000
OperatingExpenses,32161942.000
OperatingIncomeLoss,-11420515.000
OperatingLeasesRentExpenseNet,1400000.000
OtherCostAndExpenseOperating,5496660.000
OtherNonoperatingIncome,11066.000
OtherRestructuringCosts,600000.000
PaymentsForRestructuring,-1740033.000
PaymentsToAcquirePropertyPlantAndEquipment,2422045.000
PreOpeningCosts,362064.000
ProceedsFromContributionsFromParent,7895190.000
ProceedsFromSaleOfPropertyPlantAndEquipment,1514155.000
RestructuringCharges,600000.000
RestructuringReserveAccrualAdjustment1,-107153.000
Revenues,20741427.000
SalesRevenueNet,20741427.000
WeightedAverageNumberOfDilutedSharesOutstanding,26434238.000
WeightedAverageNumberOfSharesOutstandingBasic,26434238.000
