,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AllocatedShareBasedCompensationExpense,,,,2259000.000,1835000.000,1276000.000,1999000.000,2617000.000,3145000.000,3127000.000,3163000.000,2976000.000,4063000.000,3224000.000,3655000.000,4043000.000
AmortizationOfIntangibleAssets,,,,,-5970000.000,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,28461000.000,27733000.000,27404000.000,26473000.000,-54293000.000,27517000.000,26822000.000,23232000.000,-52280000.000,21525000.000,3632000.000,25350000.000,-28856000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,99000.000,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,9395000.000,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,59000.000,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,0.080,-0.070,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,0.080,-0.070,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-17643000.000,,,,,,,,,,6335000.000,-5359000.000,
BusinessAcquisitionsProFormaRevenue,,,,79624000.000,,,,,,,,,,89064000.000,86530000.000,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentConsiderationTransferred,,,,215000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-94899000.000,,11825000.000,,,,578000.000,,,,24086000.000,,,
ComprehensiveIncomeNetOfTax,,,-4283000.000,-15788000.000,-17751000.000,-5255000.000,,,-8707000.000,-2237000.000,-2983000.000,1089000.000,-1724000.000,6150000.000,-5688000.000,2607000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-2042000.000,,,,,,,,,
CostOfGoodsSold,22367000.000,24647000.000,23565000.000,33979000.000,34433000.000,33587000.000,32600000.000,33362000.000,29512000.000,30560000.000,29140000.000,28287000.000,27583000.000,27156000.000,26760000.000,29271000.000
CostOfGoodsSoldAmortization,,,,4536000.000,,,,,,,,,,,,
CostOfServices,3426000.000,3001000.000,3779000.000,3959000.000,3507000.000,3706000.000,3915000.000,4251000.000,6904000.000,6028000.000,6426000.000,6301000.000,6296000.000,4731000.000,4257000.000,4491000.000
CostsAndExpenses,67766000.000,69891000.000,68599000.000,90738000.000,90151000.000,82415000.000,81637000.000,88748000.000,91713000.000,85736000.000,82210000.000,87237000.000,81432000.000,80440000.000,90546000.000,90665000.000
DeferredIncomeTaxExpenseBenefit,,,44000.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,7162000.000,,10316000.000,,,,8712000.000,,,,5515000.000,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,825000.000,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,1086000.000,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,143000.000,,,,,,,,,,,
EarningsPerShareBasic,-0.050,-0.140,-0.060,-0.250,,-0.090,-0.060,,,,0.030,,0.060,0.090,-0.070,0.050
EarningsPerShareBasicAndDiluted,,,,,-0.220,,,,-0.140,-0.010,,,,,,
EarningsPerShareDiluted,,-0.140,-0.060,-0.250,,-0.090,-0.060,,,,0.030,,0.060,0.080,-0.070,0.060
EffectOfExchangeRateOnCashAndCashEquivalents,,,74000.000,,-278000.000,,,,44000.000,,,,-576000.000,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,0.000,0.000,,,,,,,,,,
FiniteLivedIntangibleAssetsAcquired,,,,,-963000.000,,,,,,,,,,,
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,,,0.000,,,,,,,,,,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,74000.000,,,,,,,,,,,,
GainOnCashFlowHedgeIneffectiveness,,,,,158000.000,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,0.000,0.000,,,,,,,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,,,1600000.000,
GoodwillTranslationAdjustments,,,,,-1398000.000,,,,,,,,,,,
ImpairmentOfInvestments,,,,,,,500000.000,,0.000,,,,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3545000.000,-9049000.000,-4306000.000,-18040000.000,-14762000.000,-5586000.000,-3867000.000,9049000.000,-10202000.000,-509000.000,2273000.000,4840000.000,5129000.000,7330000.000,-5410000.000,3797000.000
IncomeTaxExpenseBenefit,127000.000,740000.000,-89000.000,-181000.000,675000.000,521000.000,289000.000,-324000.000,272000.000,402000.000,-111000.000,-327000.000,743000.000,324000.000,-74000.000,-260000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,,,,,,,,,-500000.000,-500000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9170000.000,,908000.000,,,,3205000.000,,,,-9533000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-769000.000,,-1164000.000,,,,-130000.000,,,,2035000.000,,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,-449000.000,,11035000.000,,,,-2527000.000,,,,-309000.000,,,
IncreaseDecreaseInInventories,,,1306000.000,,3728000.000,,,,2456000.000,,,,-145000.000,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,575000.000,,-1320000.000,,,,-82000.000,,,,771000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1944000.000,,-1027000.000,,,,-2191000.000,,,,916000.000,,,
IncrementalCommonSharesAttributableToAcceleratedShareRepurchaseAgreements,,,,0.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements,,,,,,,,,,,,,71000.000,4000.000,0.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,0.000,,,,,,,,,1639000.000,1559000.000,0.000,
InterestExpense,937000.000,991000.000,980000.000,2993000.000,2898000.000,2724000.000,2652000.000,4437000.000,1753000.000,1623000.000,1595000.000,1402000.000,1483000.000,1471000.000,1468000.000,2187000.000
InterestExpenseDebtExcludingAmortization,,,,1690000.000,1702000.000,1700000.000,1400000.000,3098000.000,500000.000,400000.000,400000.000,300000.000,300000.000,300000.000,300000.000,0.000
LitigationSettlementExpense,,,,,,,,,5100000.000,0.000,0.000,0.000,0.000,0.000,10000000.000,0.000
LossOnCashFlowHedgeIneffectiveness,,,,,,,,,100000.000,,,,,,,
