,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-02-03,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04
AccountsPayableCurrent,20228000.000,24193000.000,23974000.000,18509000.000,20779000.000,26361000.000,23878000.000,17816000.000,35001000.000,36002000.000,36092000.000,34538000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,3523000.000,4042000.000,2884000.000,3711000.000,4063000.000,4411000.000,3159000.000,3765000.000
AccruedIncomeTaxesCurrent,1489000.000,1332000.000,903000.000,2021000.000,2225000.000,274000.000,192000.000,3808000.000,1558000.000,1641000.000,1073000.000,2535000.000
AccruedLiabilitiesCurrent,52618000.000,61354000.000,59716000.000,64385000.000,61844000.000,69071000.000,67124000.000,70855000.000,67031000.000,78021000.000,74379000.000,82673000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,3267000.000,3220000.000,4028000.000,3672000.000,3339000.000,3402000.000,4709000.000,4501000.000
AccruedRentCurrent,,,,,8231000.000,8181000.000,8902000.000,8457000.000,8947000.000,8947000.000,9040000.000,9193000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,56970000.000,69988000.000,83422000.000,97587000.000,110913000.000,126061000.000,139457000.000,155112000.000,167153000.000,181199000.000,195339000.000,210907000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,-118000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,414000.000,268000.000,237000.000,327000.000,233000.000,253000.000,252000.000,209000.000,89000.000,76000.000,-167000.000,
AdditionalPaidInCapitalCommonStock,245414000.000,245645000.000,245830000.000,246122000.000,246334000.000,246696000.000,246929000.000,247206000.000,247551000.000,247838000.000,248136000.000,248410000.000
Assets,772782000.000,775426000.000,778662000.000,790713000.000,788634000.000,795180000.000,804553000.000,811765000.000,829542000.000,835507000.000,851386000.000,881733000.000
AssetsCurrent,88139000.000,80190000.000,74994000.000,97323000.000,91736000.000,92082000.000,91818000.000,107210000.000,100877000.000,93260000.000,90476000.000,115169000.000
CashAndCashEquivalentsAtCarryingValue,34256000.000,38740000.000,33684000.000,58860000.000,54725000.000,49693000.000,36117000.000,64108000.000,55322000.000,45368000.000,38080000.000,60888000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockSharesOutstanding,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.030,0.030,,,,,,
DebtInstrumentCarryingAmount,,,,,347000000.000,346625000.000,345875000.000,345267000.000,345125000.000,344750000.000,344375000.000,344000000.000
DebtInstrumentUnamortizedDiscount,,,,,924000.000,862000.000,796000.000,734000.000,673000.000,612000.000,550000.000,489000.000
DeferredFinanceCostsNet,,,,,,,7959000.000,,,,6451000.000,
DeferredIncomeTaxLiabilities,,,,,,,33080000.000,,,,35912000.000,
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,,,286000.000,,,,,
DeferredRentCreditNoncurrent,61572000.000,60942000.000,63101000.000,63516000.000,62661000.000,62304000.000,69544000.000,68633000.000,70504000.000,72805000.000,81743000.000,85742000.000
DeferredRevenue,,,,,11190000.000,10771000.000,11675000.000,,,,,
DeferredRevenueCurrent,,,,,,,,12583000.000,13190000.000,13184000.000,14047000.000,15517000.000
DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,,,,,,,3838000.000,,,,5585000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,7252000.000,,,,9540000.000,
DeferredTaxAssetsGross,,,,,,,27657000.000,,,,28870000.000,
DeferredTaxAssetsInventory,,,,,,,713000.000,,,,714000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,6581000.000,,,,-8430000.000,
DeferredTaxAssetsNet,,,,,,,26499000.000,,,,27482000.000,
DeferredTaxAssetsNetCurrent,14676000.000,13044000.000,13382000.000,10752000.000,10071000.000,15736000.000,18209000.000,14449000.000,15634000.000,16338000.000,15985000.000,16620000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,3444000.000,,,,3495000.000,
DeferredTaxAssetsOther,,,,,,,1391000.000,,,,1568000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,3227000.000,,,,719000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,670000.000,,,,670000.000,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,,,2507000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,3666000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,1140000.000,,,,1610000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,2770000.000,,,,1985000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,,,,,,216000.000,,,,225000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,,,,,3429000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,1158000.000,,,,,
DeferredTaxLiabilities,,,,,,,25076000.000,,,,24415000.000,
DeferredTaxLiabilitiesCurrent,1568000.000,1027000.000,550000.000,1203000.000,922000.000,866000.000,189000.000,489000.000,399000.000,498000.000,,636000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,31928000.000,,,,31578000.000,
DeferredTaxLiabilitiesNoncurrent,31762000.000,27332000.000,30308000.000,28132000.000,26038000.000,23026000.000,24887000.000,21813000.000,23496000.000,21843000.000,24415000.000,21379000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,189000.000,,,,232000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,963000.000,,,,4102000.000,
DueFromAffiliates,,,,,908000.000,-457000.000,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,2048000.000,2502000.000,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,3349000.000,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,13001000.000,12901000.000,15205000.000,10969000.000,11346000.000,14013000.000,14459000.000,14032000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,1681000.000,,,,1504000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,4261000.000,,,,5665000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,255.000,,,,62000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,1399.000,,,,1399000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,588.000,,,,188000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,1399.000,,,,588000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,1399.000,,,,1399000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,1399.000,,,,1399000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,6439.000,,,,5035000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactions,,,,,,,4358000.000,,,,3869000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsThereafter,,,,,,,1913000.000,,,,1424000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinFiveYears,,,,,,,489000.000,,,,489000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinFourYears,,,,,,,489000.000,,,,489000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,,,,,,,489000.000,,,,489000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinThreeYears,,,,,,,489000.000,,,,489000.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinTwoYears,,,,,,,489000.000,,,,489000.000,
Goodwill,272359000.000,272359000.000,272286000.000,272254000.000,272287000.000,272278000.000,272278000.000,272294000.000,272336000.000,272341000.000,272428000.000,272411000.000
IncomeTaxReceivable,,,,,,,1120000.000,1120000.000,,284000.000,2444000.000,690000.000
IncomeTaxesReceivable,5861000.000,,0.000,,,,,,,,,
IndefiniteLivedTradeNames,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000,79000000.000
IntangibleAssetsNetIncludingGoodwill,,,,,,,361978000.000,,,,362128000.000,
InterestPayableCurrent,,,,,5769000.000,11244000.000,4242000.000,9793000.000,4254000.000,9734000.000,4214000.000,9505000.000
InventoryNet,14378000.000,14633000.000,14840000.000,14369000.000,14441000.000,14948000.000,14849000.000,14665000.000,15049000.000,15713000.000,,
LettersOfCreditOutstandingAmount,,,,,4894000.000,4894000.000,4327000.000,5670000.000,5670000.000,5670000.000,,
LiabilitiesAndStockholdersEquity,772782000.000,775426000.000,778662000.000,790713000.000,788634000.000,795180000.000,804553000.000,811765000.000,829542000.000,835507000.000,851386000.000,881733000.000
LiabilitiesCurrent,77403000.000,89406000.000,86643000.000,87618000.000,87270000.000,98072000.000,92883000.000,94235000.000,105489000.000,117662000.000,113044000.000,121882000.000
LongTermDebt,,,,,347000000.000,346625000.000,345875000.000,345267000.000,345125000.000,344750000.000,344375000.000,344000000.000
LongTermDebtCurrent,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1267000.000,1500000.000,1500000.000,1500000.000,1500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,200000000.000,200000000.000,200000000.000,200000000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,1500000.000,1500000.000,1500000.000,1267000.000,1500000.000,1500000.000,1500000.000,1500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,0.000,,,,200000000.000,200000000.000,200000000.000,200000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,142500000.000,142125000.000,141375000.000,141000000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,1500000.000,1500000.000,1500000.000,1500000.000,142125000.000,141750000.000,141375000.000,141000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000
LongTermDebtNoncurrent,345417000.000,345480000.000,345167000.000,344889000.000,344576000.000,344263000.000,343579000.000,343266000.000,342952000.000,342638000.000,342325000.000,342011000.000
NotesPayableFairValueDisclosure,,,,,217500000.000,226400000.000,226000000.000,225800000.000,219500000.000,219800000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,468440000.000,458887000.000,458444000.000,516455000.000,503568000.000,546336000.000,555547000.000,613923000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,50638000.000,51172000.000,51269000.000,54192000.000,54929000.000,56603000.000,57024000.000,60618000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,46675000.000,46364000.000,46686000.000,49001000.000,48356000.000,49572000.000,49603000.000,52566000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,48263000.000,48015000.000,48523000.000,50912000.000,50431000.000,52371000.000,53125000.000,56685000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,49744000.000,49748000.000,49656000.000,52471000.000,52123000.000,54137000.000,54947000.000,58776000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,51288000.000,51230000.000,51087000.000,54074000.000,53645000.000,55898000.000,56068000.000,60388000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,221832000.000,212358000.000,211223000.000,255805000.000,244084000.000,277755000.000,284780000.000,324890000.000
OperatingLossCarryforwards,,,,,1750000.000,1750000.000,,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,1200000.000,
OtherAccruedLiabilitiesCurrent,,,,,6483000.000,8471000.000,5762000.000,7898000.000,7106000.000,9005000.000,7278000.000,8818000.000
OtherAssetsCurrent,9008000.000,3134000.000,3493000.000,4036000.000,4171000.000,2828000.000,12152000.000,3542000.000,5458000.000,5720000.000,8993000.000,9230000.000
OtherAssetsHeldForSale,1570000.000,1570000.000,,,,,,,,,,
OtherAssetsNoncurrent,30448000.000,31158000.000,29040000.000,28416000.000,27580000.000,25000000.000,24218000.000,23882000.000,23530000.000,22399000.000,21389000.000,20448000.000
OtherLiabilitiesNoncurrent,12357000.000,12357000.000,11578000.000,13327000.000,14053000.000,14718000.000,12684000.000,12579000.000,13251000.000,13178000.000,15599000.000,22627000.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,8390000.000,9069000.000,9595000.000,9306000.000,8328000.000,8877000.000,9371000.000,9326000.000,9414000.000,9837000.000,9620000.000,11421000.000
PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,,,,,,,3201000.000,,,,2936000.000,
PropertyPlantAndEquipmentGross,,,,,,,476696000.000,,,,583432000.000,
PropertyPlantAndEquipmentNet,302836000.000,312719000.000,323342000.000,313720000.000,318031000.000,326820000.000,337239000.000,329379000.000,353799000.000,368507000.000,388093000.000,394705000.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,-1140000.000,-2959000.000,,5467000.000,-7013000.000,-5115000.000,-6907000.000,-13745000.000
RetainedEarningsAccumulatedDeficit,-1557000.000,-6004000.000,-4202000.000,6782000.000,7469000.000,5848000.000,13795000.000,23824000.000,26210000.000,19467000.000,26291000.000,39800000.000
SalesAndExciseTaxPayableCurrent,,,,,3805000.000,3382000.000,4282000.000,3190000.000,3668000.000,3319000.000,4408000.000,4277000.000
SecuredDebt,,,,,,,,,,,144375000.000,144000000.000
SelfInsuranceReserveCurrent,,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,3358000.000,3358000.000
SeniorLongTermNotes,,,,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
SeniorNotes,,,,,200000000.000,200000000.000,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,,,992000.000,139000.000,,,,-46000.000,
StockholdersEquity,244271000.000,239909000.000,241865000.000,253231000.000,254036000.000,252797000.000,260976000.000,271239000.000,273850000.000,267381000.000,274260000.000,288092000.000
TaxCreditCarryforwardAmount,,,,,7900000.000,8100000.000,3177000.000,3177000.000,3177000.000,3540000.000,,670000.000
UnrecognizedTaxBenefits,,,,,1149000.000,1165000.000,761000.000,588000.000,648000.000,659000.000,476000.000,567000.000
