,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccretionExpense,,,67083.000,,,,,,,,,,,
AccretionOfDiscount,,,,,37054.000,,,,133353.000,,,,566235.000,
AmortizationOfDebtDiscountPremium,71503.000,48717.000,,64181.000,37054.000,45078.000,165271.000,197047.000,133353.000,35650.000,51327.000,1152813.000,566235.000,524986.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,394.000,
CashPeriodIncreaseDecrease,,,3035.000,,84425.000,,,,-609.000,,,,22792.000,
CostOfGoodsSold,47323.000,8496.000,5209.000,6993.000,4770.000,50475.000,228117.000,319644.000,362603.000,310437.000,360167.000,438127.000,749628.000,154213.000
DepreciationAndAmortization,,,144.000,,144.000,,,,394.000,,,,394.000,
EarningsPerShareBasicAndDiluted,-0.030,-0.070,-0.060,-0.040,-0.040,-0.020,-0.050,0.010,-0.080,-0.020,-0.050,0.040,-0.030,0.000
GainLossOnDerivativeInstrumentsNetPretax,,,1000.000,122000.000,-71000.000,35000.000,100000.000,-155000.000,-1014000.000,542000.000,-1096000.000,2735000.000,-609480.000,2335000.000
GainsLossesOnExtinguishmentOfDebt,,,-452000.000,0.000,0.000,46978.000,0.000,0.000,15591.000,2787.000,0.000,-194874.000,-702593.000,-362050.000
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,,,0.000,0.000,,,,-2043000.000,,-182000.000,-195000.000
GainsLossesOnRestructuringOfDebt,,668583.000,,0.000,,,,,41578.000,,,,,
GrossProfit,42818.000,6041.000,3288.000,2206.000,2005.000,16192.000,-24769.000,251400.000,117199.000,213178.000,70075.000,119902.000,-465851.000,45892.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,41000.000,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,41000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-778104.000,-1631366.000,-1648898.000,-1336541.000,-1578752.000,-932197.000,-2682171.000,-2346417.000,-4527061.000,-1242687.000,-4416843.000,1694430.000,-4408756.000,
IncomeTaxExpenseBenefit,,,,0.000,3499.000,500.000,1500.000,-3357144.000,0.000,0.000,1500.000,-375645.000,,
IncomeTaxesPaid,,,,,3499.000,,,,0.000,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,256232.000,,-262632.000,,,,-543714.000,,,,933326.000,
IncreaseDecreaseInAccountsReceivable,,,-225.000,,0.000,,,,-153199.000,,,,-224085.000,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,-259292.000,,,,0.000,
IncreaseDecreaseInDeposits,,,,,-4666.000,,,,225385.000,,,,17341.000,
IncreaseDecreaseInInventories,,,-38810.000,,100924.000,,,,667320.000,,,,1425.000,
IncreaseDecreaseInLongTermReceivablesCurrent,,,,,-2209715.000,,,,-3357144.000,,,,-375645.000,
IncreaseDecreaseInNotesReceivables,,,,,5680.000,,,,0.000,,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,,,,,559987.000,
IncreaseDecreaseInPrepaidExpense,,,504406.000,,-346587.000,,,,205649.000,,,,-90247.000,
InterestAndDebtExpense,,,171766.000,183574.000,80807.000,118502.000,376747.000,184076.000,367370.000,400970.000,-8070.000,240795.000,208026.000,205988.000
InterestExpense,243169.000,204241.000,,,,,,,,,,,,
InterestPaid,,,,,85575.000,,,,213621.000,,,,15264.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,42000.000,,,,86905.000,,,,15699.000,
NetCashProvidedByUsedInFinancingActivities,,,225000.000,,-1041522.000,,,,-228000.000,,,,110000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,225000.000,,-1041522.000,,,,-228000.000,,,,110000.000,
NetCashProvidedByUsedInInvestingActivities,,,,,-75000.000,,,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-75000.000,,,,0.000,,,,,
