,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableOtherCurrent,22553.000,451825.000,0.000,362543.000,225674.000,285617.000,161116.000,150015.000,127106.000,164570.000,66858.000,45284.000,25019.000,16072.000,17979.000,34511.000,8578.000,14734.000,9596.000,8720.000
AccountsPayableRelatedPartiesCurrent,2150.000,2150.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000
AccountsPayableTradeCurrent,8776685.000,14333750.000,12385983.000,1344206.000,187089.000,138004.000,114846.000,542611.000,632795.000,379074.000,722167.000,359836.000,531761.000,267968.000,878323.000,2134665.000,1321852.000,1096360.000,1108954.000,1329300.000
AccountsReceivableNetCurrent,1977421.000,2074851.000,1166998.000,1646148.000,3143766.000,2292348.000,3901558.000,3597011.000,4460535.000,7663815.000,7423500.000,6883543.000,4248152.000,4501676.000,4808362.000,2586018.000,1711926.000,2166524.000,3631492.000,2377335.000
AccountsReceivableRelatedPartiesCurrent,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,18500.000,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,3600000.000,3600000.000,3600000.000,3000000.000,2000000.000,2000000.000,2000000.000,1750000.000,1750000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
AccruedLiabilitiesCurrent,1955589.000,1152885.000,1183608.000,791450.000,1642718.000,1767157.000,2574689.000,3076129.000,5302816.000,5099185.000,4238871.000,4418063.000,7429874.000,4962408.000,4833688.000,2953720.000,1954257.000,2276335.000,2587805.000,1770947.000
AccumulatedAmortizationDeferredFinanceCosts,475000.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,714753.000,762132.000,822364.000,900688.000,239277.000,261438.000,283876.000,295863.000,317704.000,339466.000,361288.000,344518.000,364710.000,384978.000,404435.000,421870.000,404669.000,414783.000,423288.000,431545.000
AdditionalPaidInCapitalCommonStock,38930614.000,39300194.000,39538427.000,42833872.000,41131636.000,41441698.000,41781167.000,42065059.000,42556292.000,42978416.000,43263065.000,43970530.000,44323190.000,45205565.000,45611641.000,45736645.000,45965168.000,46115276.000,46394055.000,47033432.000
AllowanceForDoubtfulAccountsReceivable,,,,0.000,0.000,0.000,0.000,,,,,,0.000,,,,0.000,,,
AssetRetirementObligation,,,,300577.000,416322.000,29237.000,,,41440.000,,,,,,,,,,,
AssetRetirementObligationCurrent,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetRetirementObligationsNoncurrent,242428.000,256651.000,262122.000,300577.000,28317.000,29237.000,30157.000,31766.000,41440.000,53812.000,66184.000,78556.000,90928.000,103300.000,115672.000,128044.000,39669.000,52041.000,64413.000,76785.000
Assets,55692535.000,58225817.000,55152661.000,73788980.000,62438461.000,85101735.000,88896418.000,83066423.000,90115321.000,94218512.000,93780118.000,103612080.000,111769145.000,123111628.000,103392482.000,101385324.000,96863091.000,85880121.000,79286970.000,77937716.000
AssetsCurrent,8893901.000,12157720.000,8750440.000,11100445.000,5404186.000,30034231.000,23747928.000,6750858.000,9106803.000,11362165.000,14393247.000,11679276.000,13159528.000,14135341.000,11315392.000,11689133.000,10383367.000,7856456.000,5604107.000,5254301.000
AssetsHeldForSaleOtherNoncurrent,,,,,3013000.000,,,2038432.000,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,986232.000,,,,,,,,,,,,,,,
AssetsNoncurrent,525952.000,300952.000,351902.000,1205726.000,4050585.000,919321.000,844923.000,2743245.000,,304376.000,3587480.000,3696842.000,,,,,,,,
Capital,,,,,,,,,,,,,,,,,,,131600000.000,138300000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,28194422.000,,,,14473069.000,,,,17731699.000,,,,26442766.000,,,
