,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3706589.000,4183395.000,3949005.000,3992976.000
AccountsReceivableNetCurrent,4620335.000,5766465.000,5154996.000,7512937.000
AccruedBonusesCurrent,796500.000,1142243.000,1748551.000,599475.000
AccruedLiabilitiesCurrent,800191.000,796033.000,1072242.000,803936.000
AccruedRentCurrent,81332.000,81332.000,81332.000,81332.000
AccruedRentNoncurrent,505275.000,478592.000,451909.000,421170.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1940338.000,
AdditionalPaidInCapital,,62540825.000,88582470.000,88980356.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,
Assets,16004819.000,28635251.000,56063503.000,55063621.000
AssetsCurrent,10443138.000,23137186.000,50812764.000,49799493.000
CashAndCashEquivalentsAtCarryingValue,5260098.000,16826304.000,45161403.000,41859298.000
ClassOfWarrantOrRightOutstanding,0.000,0.000,0.000,
CommonStockCapitalSharesReservedForFutureIssuance,4558507.000,1970269.000,1901140.000,1745615.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000
CommonStockSharesAuthorized,80000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,823485.000,7577525.000,9275062.000,9488057.000
CommonStockSharesOutstanding,823485.000,7577525.000,9275062.000,9488057.000
CommonStockValue,1166675.000,758.000,928.000,949.000
DeferredIncomeTaxLiabilities,,,225200.000,
DeferredTaxAssetsGross,,,9247275.000,
DeferredTaxAssetsNet,,,219034.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,6786922.000,
DeferredTaxAssetsOther,,,51314.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,160182.000,
DeferredTaxAssetsValuationAllowance,,,9028241.000,
DeferredTaxLiabilities,,,6166.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,6166.000,
DeferredTaxLiabilitiesNoncurrent,,7900.000,6166.000,16000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,219034.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,471071.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,0.000,0.000,0.000,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,0.000,0.000,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,0.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,196679.000,290017.000,387363.000,484709.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,1701844.000,1598338.000,1247918.000,1247918.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,389385.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,182667.000,97346.000,,292039.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,343000.000,366333.000,350420.000,350420.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,343000.000,367052.000,366333.000,366333.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,364477.000,388529.000,367052.000,367052.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,365333.000,389385.000,388529.000,388529.000
FiniteLivedIntangibleAssetsGross,3497000.000,3497000.000,3497000.000,3497000.000
FiniteLivedIntangibleAssetsNet,3300321.000,3206983.000,3109637.000,3012291.000
Goodwill,1249956.000,1249956.000,1249956.000,1249956.000
IntangibleAssetsNetExcludingGoodwill,319903.000,305315.000,286719.000,268123.000
InventoryNet,77224.000,105019.000,146815.000,108321.000
Liabilities,10426691.000,10819462.000,11031101.000,9248222.000
LiabilitiesAndStockholdersEquity,16004819.000,28635251.000,56063503.000,55063621.000
LiabilitiesCurrent,7921416.000,8666303.000,9239693.000,7811052.000
LiabilityForUncertainTaxPositionsCurrent,,,0.000,
LongTermNotesPayable,2000000.000,1666667.000,1333333.000,1000000.000
NotesPayableCurrent,1536804.000,1463300.000,1388563.000,1333333.000
OperatingLeasesFutureMinimumPaymentsDue,2229760.000,2245654.000,2117601.000,1951859.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,791285.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,513893.000,517977.000,265940.000,265940.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,502604.000,509198.000,517973.000,525297.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,635617.000,645976.000,542404.000,571700.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,311706.000,306563.000,,588922.000
OtherAssetsNoncurrent,168283.000,96119.000,84060.000,189876.000
PrepaidExpenseAndOtherAssetsCurrent,485481.000,439398.000,349550.000,318937.000
PropertyPlantAndEquipmentGross,,,2747424.000,
PropertyPlantAndEquipmentNet,843121.000,945007.000,807086.000,812005.000
RetainedEarningsAccumulatedDeficit,-45736334.000,-44725794.000,-43550996.000,-43165906.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,8545416.000,7770086.000,6470698.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,1053267.000,1037267.000,1040387.000,889862.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,2.020,1.540,2.250,2.360
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,614810.000,623112.000,628933.000,494408.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,2.060,1.440,2.050,2.070
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,5714093.000,4569243.000,4942466.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,1017424.000,1006525.000,1012596.000,889862.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,2.020,2.000,2.240,2.360
SharesIssuedPricePerShare,,,76.800,
StockholdersEquity,-38601110.000,17815789.000,45032402.000,45815399.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5578128.000,17815789.000,45032402.000,45815399.000
UnrecognizedTaxBenefits,,1500000.000,1532000.000,1670000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,0.000,
