,2015-03-31,2016-03-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-15577.000,-342.000,-4827.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
ImpairmentOfRealEstate,,5000.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4105.000,-4389.000,-1326.000
NetCashProvidedByUsedInFinancingActivities,20000.000,40000.000,45000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,40000.000,45000.000
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,-35577.000,-40342.000,-49827.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-35577.000,-40342.000,-49827.000
NetIncomeLoss,-31472.000,-40953.000,-48501.000
NoninterestExpenseTransferAgentAndCustodianFees,5272.000,10753.000,16321.000
OperatingExpenses,31472.000,40953.000,48501.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,
ProceedsFromRelatedPartyDebt,20000.000,40000.000,45000.000
ProfessionalFees,26200.000,25200.000,32180.000
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,30000000.000,30000000.000,30000000.000
