,2011-06-30
AssetsCurrent,6651.000
Cash,6651.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,50000000.000
CommonStockSharesIssued,1000000.000
CommonStockSharesOutstanding,1000000.000
CommonStockValue,100.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,13835.000
InterestPayableCurrent,486.000
LiabilitiesAndStockholdersEquity,6651.000
LiabilitiesCurrent,20386.000
NotesPayableRelatedPartiesClassifiedCurrent,19900.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
StockholdersEquity,-13735.000
