,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,21711.000,11473.000,3770.000,15337.000,14230.000,4999.000,4998.000,4168.000,6999.000,6500.000,15000.000,18000.000,9000.000,18200.000,29300.000,35200.000,29500.000,33000.000,47300.000,51200.000
AdditionalPaidInCapital,8418685.000,8418685.000,8418685.000,8418685.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000,8418684.000
Assets,0.000,22500.000,5273.000,240.000,17557.000,21118.000,9763.000,20005.000,3965.000,32695.000,27032.000,23157.000,46337.000,40243.000,34807.000,30932.000,13157.000,45644.000,40059.000,33985.000
CashAndCashEquivalentsAtCarryingValue,0.000,22500.000,5273.000,240.000,17557.000,21118.000,9763.000,20005.000,3965.000,32695.000,27032.000,23157.000,46337.000,40243.000,34807.000,30932.000,13157.000,45644.000,40059.000,33985.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,1898727.000,1898727.000,1898727.000,1898727.000,1898727.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000
CommonStockSharesOutstanding,1898727.000,1898727.000,1898727.000,1898727.000,1898727.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000,1899575.000
CommonStockValue,1899.000,1899.000,1899.000,1899.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000
DeferredTaxAssetsGross,,,3232483.000,,,,3262911.000,,,,3292861.000,,,,3322585.000,,,,3355655.000,
DeferredTaxAssetsNet,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,3232483.000,,,,3262911.000,,,,3292861.000,,,,3322585.000,,,,3355655.000,
DeferredTaxAssetsValuationAllowance,,,,,,,3262911.000,,,,3292861.000,,,,3322585.000,,,,3355655.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,30339.000,43917.000,64438.000,90635.000,108257.000,125492.000,145338.000,170793.000,184056.000,,,,,,,,,,
DueToOfficersOrStockholdersNoncurrent,86275.000,149789.000,153843.000,157764.000,202385.000,232799.000,238680.000,269598.000,276182.000,318674.000,326242.000,333563.000,382022.000,390714.000,399406.000,407909.000,416601.000,465500.000,475317.000,484813.000
Liabilities,107986.000,161262.000,157613.000,173101.000,216615.000,237798.000,243678.000,273766.000,283181.000,325174.000,341242.000,351563.000,391022.000,408914.000,428706.000,443109.000,446101.000,498500.000,522617.000,536013.000
LiabilitiesAndStockholdersEquity,0.000,22500.000,5273.000,240.000,17557.000,21118.000,9763.000,20005.000,3965.000,32695.000,27032.000,23157.000,46337.000,40243.000,34807.000,30932.000,13157.000,45644.000,40059.000,33985.000
LiabilitiesCurrent,21711.000,11473.000,3770.000,15337.000,14230.000,4999.000,4998.000,4168.000,6999.000,6500.000,15000.000,18000.000,9000.000,18200.000,29300.000,35200.000,29500.000,33000.000,47300.000,51200.000
OperatingLossCarryforwards,8528570.000,8559346.000,8572924.000,8593000.000,8620000.000,,8654000.000,,,,8735000.000,,,,8814000.000,,,,8903000.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-8528570.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8529007.000,-8734794.000,-8748990.000,-8765269.000,-8789255.000,-8814483.000,-8832761.000,-8853528.000,-8873440.000,-8903142.000,-8922612.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-107986.000,-138762.000,-152340.000,-172861.000,-199058.000,-216680.000,-233915.000,-253761.000,-279216.000,-292479.000,-314210.000,-328406.000,-344685.000,-368671.000,-393899.000,-412177.000,-432944.000,-452856.000,-482558.000,-502028.000
ValuationAllowanceAmount,,,3232483.000,,,,,,,,,,,,,,,,,
