,2011-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,9731.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1884.000
CommonStockDividendsPerShareCashPaid,0.250
CostOfGoodsSold,616063.000
CostOfRevenue,652511.000
CostOfServices,36448.000
DeferredIncomeTaxExpenseBenefit,1249624.000
Depreciation,290791.000
DividendIncomeOperating,-7028.000
DividendsCommonStock,-1054450.000
EarningsPerShareBasicAndDiluted,-1.700
GrossProfit,793834.000
IncomeTaxExpenseBenefit,-5142076.000
IncomeTaxesPaidNet,3002828.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,88626.000
IncreaseDecreaseInAccountsReceivable,-45864.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-2899707.000
IncreaseDecreaseInDeferredRevenue,-13249.000
IncreaseDecreaseInIncomeTaxesReceivable,-2013031.000
IncreaseDecreaseInInventories,62100.000
IncreaseDecreaseInOtherReceivables,812134.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-78779.000
IncreaseDecreaseInSecuritiesLoanedTransactions,730784.000
InterestPaid,175348.000
InvestmentIncomeDividend,2237734.000
InvestmentIncomeInvestmentExpense,153816.000
MarketableSecuritiesUnrealizedGainLoss,-2317758.000
NetCashProvidedByUsedInFinancingActivities,17898970.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,17898970.000
NetCashProvidedByUsedInInvestingActivities,-11388438.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-11388438.000
NetCashProvidedByUsedInOperatingActivities,-6508648.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6508648.000
NetIncomeLoss,-7185639.000
NonoperatingIncomeExpense,-6541301.000
OperatingExpenses,6580248.000
OperatingIncomeLoss,-5786414.000
OtherIncome,12374.000
OtherNonoperatingIncome,6425.000
OtherNonoperatingIncomeExpense,-168923.000
PaymentsForDerivativeInstrumentInvestingActivities,8961293.000
PaymentsForRepurchaseOfEquity,230337.000
PaymentsOfDividends,1054450.000
PaymentsToAcquireInvestments,25722529.000
PaymentsToAcquirePropertyPlantAndEquipment,123150.000
ProceedsFromDerivativeInstrumentInvestingActivities,14318728.000
ProceedsFromOtherDebt,44633031.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,9181156.000
ProvisionForDoubtfulAccounts,5000.000
RepaymentsOfOtherDebt,25404421.000
RepaymentsOfSecuredDebt,44853.000
ResearchAndDevelopmentExpense,2705952.000
Revenues,1446345.000
SalesRevenueGoodsGross,1125249.000
SalesRevenueNet,1433971.000
SalesRevenueServicesGross,321096.000
SellingGeneralAndAdministrativeExpense,3874296.000
ShareBasedCompensation,9731.000
TreasuryStockSharesAcquired,-230337.000
UnrealizedGainLossOnDerivatives,-8501859.000
